仓库,仓库类型,货主,货品ID,货品编号,货品名称,货品件数,空盒子库存,空盒子货品编码,空盒子货品名称,平均库龄,周转天数,同步时间
武清仓,维修库位,智能内容,796563,9787519058517DRB,快乐读书吧·一年级上册·和大人一起读（全四册）（2026达人版）,1,0,,,66.0,2.5,2026-07-15 17:57:35
武清仓,维修库位,智能内容,796565,ZNNR260323106,快乐读书吧·三年级上册（全三册）（2026达人版）,8,0,,,59.62,12.63,2026-07-15 17:57:35
武清仓,维修库位,智能内容,796566,ZNNR260323107,快乐读书吧·四年级上册（全四册）（2026达人版）,10,0,,,59.0,11.84,2026-07-15 17:57:35
武清仓,维修库位,智能内容,796567,ZNNR260323108,快乐读书吧·五年级上册（全四册）（2026达人版）,9,0,,,66.0,14.21,2026-07-15 17:57:35
武清仓,维修库位,智能内容,796568,ZNNR260323109,快乐读书吧·六年级上册（全三册）（2026达人版）,8,0,,,66.0,13.33,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798645,9787519058517BB,快乐读书吧·一年级上册·和大人一起读（全四册）（2026线下班班版）,1,0,,,43.0,0.07,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798647,9787501268054BB,快乐读书吧·二年级上册·孤独的小螃蟹（2026线下班班版）,1,0,,,43.0,0.07,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798649,9787545923179BB,快乐读书吧·二年级上册·小鲤鱼跳龙门（2026线下班班版）,1,0,,,43.0,0.07,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798650,9787545923186BB,快乐读书吧·二年级上册·一只想飞的猫（2026线下班班版）,1,0,,,43.0,0.07,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798651,9787519058579BB,快乐读书吧·三年级上册·安徒生童话（2026线下班班版）,1,0,,,43.0,0.07,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798654,9787519058821BB,快乐读书吧·四年级上册·世界经典神话与传说（2026线下班班版）,6,0,,,43.0,0.42,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798655,9787519058777BB,快乐读书吧·四年级上册·希腊神话与英雄传说（2026线下班班版）,3,0,,,43.0,0.21,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798656,9787519058838BB,快乐读书吧·四年级上册·中国古代神话传说（2026线下班班版）,6,0,,,43.0,0.42,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798657,9787519058791BB,快乐读书吧·四年级上册·山海经（2026线下班班版）,4,0,,,43.0,0.28,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798658,9787519058814BB,快乐读书吧·五年级上册·非洲民间故事（2026线下班班版）,5,0,,,43.0,0.36,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798659,9787519058593BB,快乐读书吧·五年级上册·列那狐故事（2026线下班班版）,5,0,,,43.0,0.36,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798660,9787519058609BB,快乐读书吧·五年级上册·欧洲民间故事（2026线下班班版）,5,0,,,43.0,0.36,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798661,9787519058784BB,快乐读书吧·五年级上册·中国民间故事（2026线下班班版）,3,0,,,43.0,0.21,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798662,9787519058555BB,快乐读书吧·六年级上册·爱的教育（2026线下班班版）,1,0,,,43.0,0.07,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798663,9787519058562BB,快乐读书吧·六年级上册·童年（2026线下班班版）,3,0,,,43.0,0.22,2026-07-15 17:57:35
武清仓,维修库位,智能内容,798664,9787519058586BB,快乐读书吧·六年级上册·小英雄雨来（2026线下班班版）,1,0,,,43.0,0.07,2026-07-15 17:57:35
武清仓,维修库位,智能内容,799185,9787554881736,一年级语文预习有重点上册,5,0,,,75.0,0.47,2026-07-15 17:57:35
武清仓,维修库位,智能内容,799186,9787554881729,一年级数学预习有重点上册,2,0,,,75.0,0.18,2026-07-15 17:57:35
武清仓,维修库位,智能内容,799187,ZNNR260409201,一年级预习有重点上册英语赠册,2,0,,,75.0,0.2,2026-07-15 17:57:35
武清仓,维修库位,智能内容,801699,9787550527690,新初一预习有重点 数学RJ 语文 英语,21,0,,,56.95,16.15,2026-07-15 17:57:35
武清仓,维修库位,智能内容,801700,9787550527706,新初一预习有重点 数学BS 语文 英语,5,0,,,57.0,9.78,2026-07-15 17:57:35
武清仓,维修库位,智能内容,801701,9787550527713,新初一预习有重点 数学SK 语文 英语YL,7,0,,,57.0,11.05,2026-07-15 17:57:35
武清仓,维修库位,智能内容,803765,9787557922580,暑假计算天天练 一升二年级,7,0,,,43.0,1.68,2026-07-15 17:57:35
武清仓,维修库位,智能内容,803766,9787557922597,暑假计算天天练 二升三年级,57,0,,,32.04,4.48,2026-07-15 17:57:35
武清仓,维修库位,智能内容,804980,9787519058500DRBXB,快乐读书吧·二年级上册·读读童话故事（全四册）（2026达人版升级）,6,0,,,43.0,17.42,2026-07-15 17:57:35
武清仓,维修库位,智能内容,653759,9787501267798,考上清北的十个故事（2024）,128,0,,,597.14,29.31,2026-07-15 17:57:35
武清仓,维修库位,智能内容,662900,6938608004974,卡拉羊书包CX2635藏青,4,0,,,128.75,2.52,2026-07-15 17:57:35
